y,z,theta
0.17741935,0.27419355,7.880393588332e-01
0.20967742,0.27419355,7.687222628165e-01
0.24193548,0.27419355,7.512701033217e-01
0.27419355,0.27419355,7.352551841930e-01
0.30645161,0.27419355,7.203942809128e-01
0.33870968,0.27419355,7.065046219219e-01
0.37096774,0.27419355,6.934674219082e-01
0.40322581,0.27419355,6.812009089531e-01
0.43548387,0.27419355,6.696423490481e-01
0.46774194,0.27419355,6.587371690089e-01
0.50000000,0.27419355,6.484329640718e-01
0.53225806,0.27419355,6.386764051700e-01
0.56451613,0.27419355,6.294115983447e-01
0.59677419,0.27419355,6.205787860638e-01
0.62903226,0.27419355,6.121130480697e-01
0.66129032,0.27419355,6.039426989344e-01
0.69354839,0.27419355,5.959887104215e-01
0.72580645,0.27419355,5.881698675285e-01
0.75806452,0.27419355,5.803909901000e-01
0.79032258,0.27419355,5.724879961525e-01
0.82258065,0.27419355,5.643224968363e-01
0.85483871,0.27419355,5.556937273050e-01
0.88709677,0.27419355,5.463503994949e-01
0.91935484,0.27419355,5.359706956321e-01
0.95161290,0.27419355,5.248565997459e-01
0.98387097,0.27419355,5.134987210183e-01
1.00000000,0.27419355,5.000000000000e-01
0.00000000,0.30645161,1.000000000000e+00
0.01612903,0.30645161,9.374510450839e-01
0.04838710,0.30645161,9.025816321629e-01
0.08064516,0.30645161,8.681933057761e-01
0.11290323,0.30645161,8.392690444174e-01
0.14516129,0.30645161,8.147665987380e-01
0.17741935,0.30645161,7.934559302321e-01
0.20967742,0.30645161,7.744794944823e-01
0.24193548,0.30645161,7.572356035023e-01
0.27419355,0.30645161,7.413178188899e-01
0.30645161,0.30645161,7.264641354163e-01
0.33870968,0.30645161,7.125111870793e-01
0.37096774,0.30645161,6.993568133401e-01
0.40322581,0.30645161,6.869328114796e-01
0.43548387,0.30645161,6.751871126291e-01
0.46774194,0.30645161,6.640732597782e-01
0.50000000,0.30645161,6.535448313851e-01
0.53225806,0.30645161,6.435527507672e-01
0.56451613,0.30645161,6.340439787745e-01
0.59677419,0.30645161,6.249605129402e-01
0.62903226,0.30645161,6.162381965819e-01
0.66129032,0.30645161,6.078055990826e-01
0.69354839,0.30645161,5.995827977538e-01
0.72580645,0.30645161,5.914902047994e-01
0.75806452,0.30645161,5.834245918654e-01
0.79032258,0.30645161,5.752226515626e-01
0.82258065,0.30645161,5.667410812027e-01
0.85483871,0.30645161,5.577733846995e-01
0.88709677,0.30645161,5.480620041074e-01
0.91935484,0.30645161,5.372774486607e-01
0.95161290,0.30645161,5.257421839566e-01
0.98387097,0.30645161,5.139633868351e-01
1.00000000,0.30645161,5.000000000000e-01
0.00000000,0.33870968,1.000000000000e+00
0.01612903,0.33870968,9.385020354369e-01
0.04838710,0.33870968,9.042955787187e-01
0.08064516,0.33870968,8.706417378936e-01
0.11290323,0.33870968,8.423531773849e-01
0.14516129,0.33870968,8.183655756214e-01
0.17741935,0.33870968,7.974561291202e-01
0.20967742,0.33870968,7.787740340557e-01
0.24193548,0.33870968,7.617270132625e-01
0.27419355,0.33870968,7.459209808534e-01
0.30645161,0.33870968,7.311078194056e-01
0.33870968,0.33870968,7.171378447250e-01
0.37096774,0.33870968,7.039210714626e-01
0.40322581,0.33870968,6.913993273691e-01
0.43548387,0.33870968,6.795283571126e-01
0.46774194,0.33870968,6.682675827057e-01
0.50000000,0.33870968,6.575749546397e-01
0.53225806,0.33870968,6.474046843873e-01
0.56451613,0.33870968,6.377062533477e-01
0.59677419,0.33870968,6.284236395082e-01
0.62903226,0.33870968,6.194941272183e-01
0.66129032,0.33870968,6.108474983818e-01
0.69354839,0.33870968,6.024040905911e-01
0.72580645,0.33870968,5.940865537768e-01
0.75806452,0.33870968,5.857859618588e-01
0.79032258,0.33870968,5.773409607665e-01
0.82258065,0.33870968,5.686045387824e-01
0.85483871,0.33870968,5.593663912986e-01
0.88709677,0.33870968,5.493646085759e-01
0.91935484,0.33870968,5.382644520768e-01
0.95161290,0.33870968,5.264056849646e-01
0.98387097,0.33870968,5.143070975807e-01
1.00000000,0.33870968,5.000000000000e-01
0.00000000,0.37096774,1.000000000000e+00
0.01612903,0.37096774,9.392293021819e-01
0.04838710,0.37096774,9.055109393136e-01
0.08064516,0.37096774,8.723902761904e-01
0.11290323,0.37096774,8.445722236744e-01
0.14516129,0.37096774,8.209749755878e-01
0.17741935,0.37096774,8.003791923854e-01
0.20967742,0.37096774,7.819363264328e-01
0.24193548,0.37096774,7.650583257988e-01
0.27419355,0.37096774,7.493581773411e-01
0.30645161,0.37096774,7.345968510675e-01
0.33870968,0.37096774,7.206342549114e-01
0.37096774,0.37096774,7.073891487963e-01
0.40322581,0.37096774,6.948104752042e-01
0.43548387,0.37096774,6.828592899290e-01
0.46774194,0.37096774,6.714987906432e-01
0.50000000,0.37096774,6.606896396559e-01
0.53225806,0.37096774,6.503881707363e-01
0.56451613,0.37096774,6.405457344608e-01
0.59677419,0.37096774,6.311081203187e-01
0.62903226,0.37096774,6.220143074785e-01
0.66129032,0.37096774,6.131958166259e-01
0.69354839,0.37096774,6.045740478450e-01
0.72580645,0.37096774,5.960742074390e-01
0.75806452,0.37096774,5.875837742435e-01
0.79032258,0.37096774,5.789438720490e-01
0.82258065,0.37096774,5.700050318080e-01
0.85483871,0.37096774,5.605546794909e-01
0.88709677,0.37096774,5.503281384569e-01
0.91935484,0.37096774,5.389873691425e-01
