y,z,theta
0.72580645,0.17741935,5.736342324595e-01
0.75806452,0.17741935,5.671177024943e-01
0.79032258,0.17741935,5.605208902904e-01
0.82258065,0.17741935,5.537225695800e-01
0.85483871,0.17741935,5.465527718501e-01
0.88709677,0.17741935,5.387936977223e-01
0.91935484,0.17741935,5.301669945835e-01
0.95161290,0.17741935,5.208980519882e-01
0.98387097,0.17741935,5.114002249456e-01
1.00000000,0.17741935,5.000000000000e-01
0.00000000,0.20967742,1.000000000000e+00
0.01612903,0.20967742,9.301665778235e-01
0.04838710,0.20967742,8.915976505729e-01
0.08064516,0.20967742,8.530978301157e-01
0.11290323,0.20967742,8.208796940434e-01
0.14516129,0.20967742,7.939744173351e-01
0.17741935,0.20967742,7.710438939289e-01
0.20967742,0.20967742,7.511096344041e-01
0.24193548,0.20967742,7.334473293562e-01
0.27419355,0.20967742,7.175360729590e-01
0.30645161,0.20967742,7.030140026312e-01
0.33870968,0.20967742,6.896345304876e-01
0.37096774,0.20967742,6.772281046386e-01
0.40322581,0.20967742,6.656730265614e-01
0.43548387,0.20967742,6.548755552956e-01
0.46774194,0.20967742,6.447575409831e-01
0.50000000,0.20967742,6.352492354150e-01
0.53225806,0.20967742,6.262852300553e-01
0.56451613,0.20967742,6.178018705807e-01
0.59677419,0.20967742,6.097353676534e-01
0.62903226,0.20967742,6.020194846598e-01
0.66129032,0.20967742,5.945843721951e-01
0.69354839,0.20967742,5.873535798655e-01
0.72580645,0.20967742,5.802522397072e-01
0.75806452,0.20967742,5.731879945505e-01
0.79032258,0.20967742,5.660143208044e-01
0.82258065,0.20967742,5.586016882294e-01
0.85483871,0.20967742,5.507663279205e-01
0.88709677,0.20967742,5.422764129334e-01
0.91935484,0.20967742,5.328375901394e-01
0.95161290,0.20967742,5.227151132106e-01
0.98387097,0.20967742,5.123508672531e-01
1.00000000,0.20967742,5.000000000000e-01
0.00000000,0.24193548,1.000000000000e+00
0.01612903,0.24193548,9.336545386399e-01
0.04838710,0.24193548,8.967112546419e-01
0.08064516,0.24193548,8.600571837075e-01
0.11290323,0.24193548,8.292579686891e-01
0.14516129,0.24193548,8.033425219857e-01
0.17741935,0.24193548,7.810405737503e-01
0.20967742,0.24193548,7.614447157249e-01
0.24193548,0.24193548,7.438974950625e-01
0.27419355,0.24193548,7.279351959999e-01
0.30645161,0.24193548,7.132418288139e-01
0.33870968,0.24193548,6.996063108529e-01
0.37096774,0.24193548,6.868860824639e-01
0.40322581,0.24193548,6.749797042149e-01
0.43548387,0.24193548,6.638083341657e-01
0.46774194,0.24193548,6.533043580989e-01
0.50000000,0.24193548,6.434049567865e-01
0.53225806,0.24193548,6.340486813301e-01
0.56451613,0.24193548,6.251733988041e-01
0.59677419,0.24193548,6.167149736540e-01
0.62903226,0.24193548,6.086051915263e-01
0.66129032,0.24193548,6.007716532756e-01
0.69354839,0.24193548,5.931336744317e-01
0.72580645,0.24193548,5.856173830320e-01
0.75806452,0.24193548,5.781144728708e-01
0.79032258,0.24193548,5.704787590133e-01
0.82258065,0.24193548,5.625711984232e-01
0.85483871,0.24193548,5.541979267127e-01
0.88709677,0.24193548,5.451160317576e-01
0.91935484,0.24193548,5.350181810225e-01
0.95161290,0.24193548,5.242013525107e-01
0.98387097,0.24193548,5.131338847433e-01
1.00000000,0.24193548,5.000000000000e-01
0.00000000,0.27419355,1.000000000000e+00
0.01612903,0.27419355,9.359353863816e-01
0.04838710,0.27419355,9.001901485487e-01
0.08064516,0.27419355,8.648956686849e-01
0.11290323,0.27419355,8.351993130366e-01
0.14516129,0.27419355,8.101086966190e-01
